IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
18,10,ATK,155828,,,,,18,10,MNCW,2018101216,,,18,10,12,8,40,AM,01,0,0,0,0,,NEW HAVEN,0072.3,09,61,2,1,000,,90,4,0,8,Y,38,1,,2,AMT,000090,001,,,,000,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15505,0,T319,,0,0,0,0,H799,2,1,000,15505,,09C009,0,000000,0,1,0,1,0,,40,,40,2,1,,6,,,,526,,2018,0,0,0,0,0,0,NEW HAVEN,009,,,,N,OTH,,AMTRAKS LOCOMOTIVE E/90 DERAILED WHILE OPERATING AROUND THE LOOP TRAVERSING NO.38 SWITCH.  YARD CREW,"WAS MAKING A WESTWARD MOVE IN METRO NORTH YARD, ENGINE 90 STOPPED EAST OF THE 38/41 SOLAR POWERED S",WITCH.  ACCOUNT OF THE COMMAND FOR THE 38/41 SWITCH NOT FULLY BEING EXECUTED AT THE SOLAR POWERED SW,"ITCH MACHINE, THE SWITCH POINTS, WHICH APPEARED TO BE CLOSED IN THE FIELD AND VERIFIED BY THE CREW M","EMBER, WERE PARTIALLY OPEN ALLOWING THE #2 AXLE OF UNIT E/90 TO GET BEHIND THE POINTS RESULTING IN T",HE SAME #2 AXLE DERAILING.,,,,,,,,,,0,41.38868,-72.86089,2,5,,,,NEW HAVEN LINE
18,10,PW,PWR819718R,,,,,18,10,CSX,000179344,,,18,10,15,5,1,PM,01,0,0,0,0,,NEW HAVEN,QVR 00,09,50,2,3,006,R,NH1-,4,0,7,Y,SHORELINE 5,1,,2,NS,113377,061,N,,,000,,5,0,0,0,0,0,0,0,0,0,39,0,68,0,0,0,0,8,0,0,171000,0,H503,,0,0,0,0,H503,2,1,006,172500,,09C009,0,000000,0,1,,1,1,09,31,09,31,1,1,,3,,,,138,,2018,0,0,0,0,0,0,NEW HAVEN,009,,,,N,OTH,000-000-000,WHILE ATTEMPTING TO STOP AFTER PULLING CLEAR OF SHORELINE 14 IN CSXT CEDAR HILL YARD THE NH1 DERAILE,D 8 CARS AS A RESULT OF TRAIN HANDLING,,,,,,,,,,,,,,0,41.334608,-72.900631,2,5,,,,BERKSHIRE
18,07,BNSF,PR0718112,,,,,18,07,UP,0718UT033,,,18,07,29,8,40,AM,01,0,0,0,0,,PRICE,611.0,49,80,1,1,005,E,UEOL,3,0,8,Y,31,1,,2,BNSF,006045,001,,,,000,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49069,0,H607,H702,0,0,0,0,H702,3,2,005,52901,,49C007,0,000000,0,1,0,1,1,06,15,06,15,2,7,,1,,,,244,,2018,0,0,0,0,0,0,CARBON,007,,,,N,OTH,000-000-000,"WHILE MOVING POWER FROM INBOUND TRAIN TO OUTBOUND TRAIN, CONDUCTOR LINED THE WRONG SWITCH THEN INSTR",UCTED THE ENGINE TO GO AHEAD.  IT RAN THROUGH A SWITCH AND THEN THE CONDUCTOR INSTRUCTED THE ENGINE,TO BACK UP CAUSING THE LOCOMOTIVE TO DERAIL.,,,,,,,,,,,,,0,39.524554,-110.69937,2,5,K,,,PROVO UP
18,01,UP,0118UT045,,,,,18,01,UFRC,0129182,,,18,01,29,12,10,AM,01,0,0,0,0,,SALT LAKE CITY,744.38,49,28,4,1,004,E,YRO7,3,392,7,Y,INDUSTRY 822,X,,4,NVCX,009534,007,N,,,000,,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,39363,0,T314,,0,0,0,0,T314,4,X,004,54363,,49C035,0,000000,0,3,0,0,0,01,40,,,2,7,,1,,,,478,,2018,0,0,0,0,0,0,SALT LAKE,035,00,00,,N,OTH,000-000-000,"THE YRO78R-28 WAS PULLING 14 EMPTY HOPPER CARS FROM MOUNTAIN CEMENT.  WHEN PULLING NORTH THE 7, 8, 1",3 AND 14TH CARS FROM THE HEAD END OF THEIR 14 CAR CUT DERAILED.  AFTER INSPECTION - THE SWITCH POINT,DERAIL AT MOUNTAIN CEMENT WAS OUT OF ADJUSTMENT AND PICKED UP BY THE NVCX 9534 (A END) AND THE CRDX,20130 (A END).  TRAIN NEVER WENT INTO EMERGENCY SO THE CREW ENDED UP PULLING THE DERAILED CARS NORT,"H APPROXIMATELY 1500 FT. BEFORE COMING TO A STOP.  UFRC TRACK DAMAGE = $15,000",,,,,,,,,,,3,40.751504,-111.908947,2,5,K,,,PROVO SUB
18,01,UP,0118UT024,,,,,18,01,XBCM,INDUSTRY,,,18,01,10,9,11,PM,01,0,0,0,0,,HELPER,16.0,49,19,4,1,003,E,CSKT,4,13585,1,Y,SINGLE MAIN TRACK,1,.9,1,CMO,504091,095,Y,,,000,,2,0,0,0,2,0,0,0,0,2,95,0,0,0,0,1,0,0,0,0,184862,72610,M101,,0,0,0,0,M101,1,1,003,257472,,49C007,0,000000,0,1,0,1,0,04,50,04,50,1,7,,1,,,,346,,2018,0,0,0,0,0,0,CARBON,007,,,,N,OTH,000-000-000,THE CSKTR-10 HAD LOADED COAL AND WAS DEPARTING THE SKYLINE LOAD OUT WHEN THE TRAIN WENT INTO UNDESIR,ED EMERGENCY AT MILEPOST 16 ON THE PLEASANT VALLEY SUBDIVISION.  THE REAR TWO UNITS AND ONE CAR WENT,ON THE GROUND AROUND MP 17 DUE TO COAL BUILDUP ON THE RAIL AT THE SKYLINE LOAD OUT.  THE TRAIN CONT,INUED FOR 2 MILES BEFORE GOING INTO EMERGENCY.,,,,,,,,,,,,0,39.717704,-111.160401,2,3,L,,,PLEASANT VALLEY SUB
18,01,UP,0118UT029,,,,,18,01,UP,0118UT029,,,18,01,17,7,15,AM,01,0,0,0,0,,OGDEN,992.0,49,35,4,1,002,E,MOGR,4,8681,1,Y,YARD 009,1,,2,UP,274208,035,Y,,,000,,2,0,0,0,0,0,0,0,0,0,47,0,69,0,0,2,0,0,0,0,6985,7838,H702,,0,0,0,0,H702,2,1,002,14823,,49C057,0,000000,0,1,0,1,0,05,14,05,14,1,7,,1,,,,284,,2018,0,0,0,0,0,0,WEBER,057,00,,,N,OTH,000-000-000,THE MOGRO-17 WAS DOUBLING THEIR TRAIN OVER IN OGDEN FROM TRACK 10 TO TRACK 9.  THE CONDUCTOR LINED T,"HE #9 SWITCH AGAINST HIS MOVE, SHOVED THROUGH IT AND MADE A JOINT IN TRACK 9.  WHEN THEY WENT TO DEP","ART, THEY PULLED BACK OVER THE RUN THROUGH SWITCH RESULTING IN A TWO CAR DERAILMENT.",,,,,,,,,,,,,0,41.215755,-111.982732,2,5,K,,,EVANSTON SUB
18,12,UP,1218RM045,,,,,18,12,UP,1218RM045,,,18,12,27,7,30,AM,01,0,0,0,0,,OGDEN,992.73,49,22,2,6,004,E,YOG3,4,2276,7,Y,YARD 053,1,,2,DWC,795023,012,N,,,000,,2,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,3,0,0,754,10197,H702,,0,0,0,0,H702,2,1,004,10951,,49C057,0,000000,0,2,0,0,0,09,,,,1,7,,1,,,,233,,2018,0,0,0,0,0,0,WEBER,057,00,00,,N,OTH,000-000-000,THE YOG31R-26 WAS PULLING A CUT OF CARS OUT OF ICE 2 WHEN THEY RAN THE ICE HOUSE/SHASTA DIVIDER SWIT,CH.  THE CREW DID NOT REALIZE THAT THEY HAD RUN THROUGH THE SWITCH AND BEGAN TO SHOVE BACK.  THIS RE,SULTED IN A THREE CAR DERAILMENT.,,,,,,,,,,,,,3,41.22496,-111.98583,2,5,,,,EVANSTON SUB
18,07,UP,0718UT011,,,,,18,07,UP,0718UT011,,,18,07,09,2,50,AM,01,0,0,0,0,,SALT LAKE CITY,741.4,49,77,4,1,007,E,YRO3,3,3963,7,Y,YARD 116,X,,2,CTRN,601271,019,N,,,000,,2,0,0,0,0,0,0,0,0,0,33,0,8,0,0,0,0,3,0,0,74050,72072,H503,,0,0,0,0,H503,2,X,007,146122,,49C035,0,000000,0,2,0,0,0,03,50,,,1,7,,1,,,,129,,2018,0,0,0,0,0,0,SALT LAKE,035,00,00,,N,OTH,000-000-000,THE YRO30R-08 WAS SHOVING INTO THE RG RUNNER WHEN THEY DERAILED THREE CARS DUE TO SLACK ACTION CAUSE,D BY IMPROPER TRAIN HANDLING.,,,,,,,,,,,,,,3,40.709005,-111.909042,2,5,K,,,PROVO SUB
18,11,UFRC,11091801,,,,,18,11,UFRC,11091801,,807067P,18,11,09,11,39,AM,07,0,0,0,0,,PROVO,42.5,49,37,2,1,055,R,#2,2,0,C,Y,FRONTRUNNER MAIN,4,6.4,1,FR,000111,001,N,,,000,N,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,70000,0,M399,,0,0,0,0,M399,1,4,055,70000,,49C049,0,000000,0,1,0,1,,07,21,06,51,1,7,,6,,,,542,,2018,0,0,0,0,0,0,UTAH,049,,,,Y,CWR,000-000-000,THE NOSE OF A SEMI-TRUCK WAS STUCK AND STATIONARY FACING WB ON THE SB FRONTRUNNER RAIL AT THE DRAPER,LANE GC; DUE TO A PROBLEM WITH THE AIR HOSE ON THE TRAILER LOCKING THE TRAILER BRAKES.  THE DRIVER,TRIED FOR SEVERAL MINUTES TO GET THE BRAKES UNSTUCK BEFORE THE GATE ARMS ACTIVED FOR THE SB FRONTRUN,NER TRAIN.  THE TRAIN COLLIDED WITH THE FRONT OF THE SEMI TRACTOR CAUSING EXTENSIVE DAMAGE TO THE TR,UCK AND SOME DAMAGE TO CAB CAR 111.  THE DRIVER OF THE TRUCK WAS NOT INJURED AND NEITHER WERE THE 32,PASSENGERS AND CREW MEMBERS ON THE TRAIN.,,,,,,,,,,0,40.2387,-111.68669,1,2,A,C,,FRONTRUNNER
18,08,UP,0818UT010,,,,,18,08,UP,0818UT010,,,18,08,08,4,55,PM,01,0,0,0,0,,OGDEN,991.35,49,90,2,1,005,E,ZNPO,4,2102,1,Y,YARD 001,X,,2,NOKL,252212,019,Y,,,000,,4,0,0,0,0,0,0,0,0,0,34,0,0,0,0,7,0,0,0,0,4158,46265,H702,,0,0,0,0,H702,2,X,005,50423,,49C057,0,000000,0,1,0,1,0,08,25,08,25,1,7,,1,,,,223,,2018,0,0,0,0,0,0,WEBER,057,00,00,,N,OTH,000-000-000,THE CONDUCTOR ON THE ZNPOA-07 FAILED TO LINE BOTH ENDS OF CROSSOVER FROM MAIN 2 TO YARD AND THEN PRO,CEEDED TO SHOVE THROUGH THE IMPROPERLY LINED SWITCH AND SUBSEQUENTLY MADE A REVERSE MOVEMENT WHICH C,AUSED 7 CARS TO DERAIL.,,,,,,,,,,,,,0,41.204854,-111.984745,2,5,K,,,EVANSTON SUB
